#{"t_start": 1761574197.8019698, "env_id": "None"}
r,l,t
809.71216,1000,11344.086152
867.8855,1000,11344.75125
581.0062,1000,11346.982573
877.70856,1000,11359.39046
324.23737,1000,11359.78522
815.55237,1000,11360.286803
597.97,1000,11363.13786
416.88806,1000,11370.430822
866.34357,1000,11371.883888
809.6434,1000,11372.542556
611.3877,1000,11374.761263
878.5841,1000,11386.081871
827.80725,1000,11386.503844
847.56165,1000,11387.005981
530.8716,1000,11390.118805
871.7357,1000,11393.158648
429.9098,1000,11401.662948
831.7526,1000,11402.277399
495.309,1000,11404.718168
177.05856,682,11405.907445
664.52356,1000,11476.349139
806.0406,1000,11477.270409
343.39124,1000,11482.900023
822.8171,1000,11484.029877
